# CheminTotalEnMicrons	Intensite
-7.013800000000000182e+03	6.000003392471661101e+01
-7.013600000000000364e+03	5.999997518745126257e+01
-7.013399999999999636e+03	6.000002646085226843e+01
-7.013199999999999818e+03	5.999997307385389433e+01
-7.013000000000000000e+03	6.000003257794502787e+01
-7.012800000000000182e+03	5.999997228220507139e+01
-7.012600000000000364e+03	6.000003431818678479e+01
-7.012399999999999636e+03	5.999997555386649140e+01
-7.012199999999999818e+03	6.000002748477030678e+01
-7.012000000000000000e+03	5.999997263577338202e+01
-7.011800000000000182e+03	6.000002953266303507e+01
-7.011600000000000364e+03	5.999996707864395518e+01
-7.011399999999999636e+03	6.000002618138592680e+01
-7.011199999999999818e+03	5.999996482705145695e+01
-7.011000000000000000e+03	6.000002623276328961e+01
-7.010800000000000182e+03	5.999997528134080227e+01
-7.010600000000000364e+03	6.000002683141795501e+01
-7.010399999999999636e+03	5.999996923528271253e+01
-7.010199999999999818e+03	6.000003296193306568e+01
-7.010000000000000000e+03	5.999997065886481806e+01
-7.009800000000000182e+03	6.000002734838002283e+01
-7.009600000000000364e+03	5.999996429380893659e+01
-7.009399999999999636e+03	6.000002685052808005e+01
-7.009199999999999818e+03	5.999997337444656864e+01
-7.009000000000000000e+03	6.000002670300737861e+01
-7.008800000000000182e+03	5.999996459645926450e+01
-7.008600000000000364e+03	6.000003598308139630e+01
-7.008399999999999636e+03	5.999997206499553215e+01
-7.008199999999999818e+03	6.000002856349490798e+01
-7.008000000000000000e+03	5.999996894066264730e+01
-7.007800000000000182e+03	6.000002913678144267e+01
-7.007600000000000364e+03	5.999996968828195065e+01
-7.007399999999999636e+03	6.000003030057907694e+01
-7.007199999999999818e+03	5.999997478922019667e+01
-7.007000000000000000e+03	6.000003248136184908e+01
-7.006800000000000182e+03	5.999997012797600604e+01
-7.006600000000000364e+03	6.000003386149857221e+01
-7.006399999999999636e+03	5.999996473363179916e+01
-7.006199999999999818e+03	6.000003472995232556e+01
-7.006000000000000000e+03	5.999997036372801773e+01
-7.005800000000000182e+03	6.000002943364562924e+01
-7.005600000000000364e+03	5.999996721059373783e+01
-7.005399999999999636e+03	6.000002833479072706e+01
-7.005199999999999818e+03	5.999997172319783800e+01
-7.005000000000000000e+03	6.000003265595045576e+01
-7.004800000000000182e+03	5.999996725185585689e+01
-7.004600000000000364e+03	6.000002491671456539e+01
-7.004399999999999636e+03	5.999996470753370659e+01
-7.004199999999999818e+03	6.000003571786382395e+01
